Type                                  Module                      Label             Process   
edm::ValueMap<double>                 "muons"                     "muPFMeanDRIsoValuePU04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueCharged04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueChargedAll04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGamma04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueGammaHighThreshold04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutral03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutral04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutralHighThreshold03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValueNeutralHighThreshold04"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValuePU03"   "RECO"    
edm::ValueMap<double>                 "muons"                     "muPFSumDRIsoValuePU04"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationEBEE"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterOOTECAL"   "PFClusterAssociationEBEE"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterECAL"   "PFClusterAssociationES"   "RECO"    
edm::ValueMap<edm::Ptr<reco::CaloCluster> >    "particleFlowSuperClusterOOTECAL"   "PFClusterAssociationES"   "RECO"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "electrons"       "RECO"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "muons"           "RECO"    
edm::ValueMap<edm::Ptr<reco::PFCandidate> >    "particleFlow"              "photons"         "RECO"    
edm::ValueMap<edm::Ref<vector<reco::Photon>,reco::Photon,edm::refhelper::FindUsingAdvance<vector<reco::Photon>,reco::Photon> > >    "gedPhotons"                "valMapPFEgammaCandToPhoton"   "RECO"    
edm::ValueMap<edm::Ref<vector<reco::PreId>,reco::PreId,edm::refhelper::FindUsingAdvance<vector<reco::PreId>,reco::PreId> > >    "trackerDrivenElectronSeeds"   "preid"           "RECO"    
edm::ValueMap<float>                  "ak8PFJetsCHSSoftDropMass"   ""                "RECO"    
edm::ValueMap<float>                  "eidLoose"                  ""                "RECO"    
edm::ValueMap<float>                  "eidRobustHighEnergy"       ""                "RECO"    
edm::ValueMap<float>                  "eidRobustLoose"            ""                "RECO"    
edm::ValueMap<float>                  "eidRobustTight"            ""                "RECO"    
edm::ValueMap<float>                  "eidTight"                  ""                "RECO"    
edm::ValueMap<float>                  "electronEcalPFClusterIsolationProducer"   ""                "RECO"    
edm::ValueMap<float>                  "electronHcalPFClusterIsolationProducer"   ""                "RECO"    
edm::ValueMap<float>                  "offlinePrimaryVertices"    ""                "RECO"    
edm::ValueMap<float>                  "offlinePrimaryVerticesWithBS"   ""                "RECO"    
edm::ValueMap<float>                  "ootPhotonEcalPFClusterIsolationProducer"   ""                "RECO"    
edm::ValueMap<float>                  "ootPhotonHcalPFClusterIsolationProducer"   ""                "RECO"    
edm::ValueMap<float>                  "photonEcalPFClusterIsolationProducer"   ""                "RECO"    
edm::ValueMap<float>                  "photonHcalPFClusterIsolationProducer"   ""                "RECO"    
edm::ValueMap<int>                    "offlinePrimaryVertices"    ""                "RECO"    
edm::ValueMap<int>                    "offlinePrimaryVerticesWithBS"   ""                "RECO"    
edm::ValueMap<reco::CastorJetID>      "ak5CastorJetID"            ""                "RECO"    
edm::ValueMap<reco::CastorJetID>      "ak7CastorJetID"            ""                "RECO"    
edm::ValueMap<reco::DeDxData>         "dedxHarmonic2"             ""                "RECO"    
edm::ValueMap<reco::DeDxData>         "dedxPixelHarmonic2"        ""                "RECO"    
edm::ValueMap<reco::DeDxData>         "dedxTruncated40"           ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositJets"          ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositTk"            ""                "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "ecal"            "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "hcal"            "RECO"    
edm::ValueMap<reco::IsoDeposit>       "muIsoDepositCalByAssociatorTowers"   "ho"              "RECO"    
edm::ValueMap<reco::JetID>            "ak4JetID"                  ""                "RECO"    
edm::ValueMap<reco::MuonCosmicCompatibility>    "muons"                     "cosmicsVeto"     "RECO"    
edm::ValueMap<reco::MuonMETCorrectionData>    "muonMETValueMapProducer"   "muCorrData"      "RECO"    
edm::ValueMap<reco::MuonShower>       "muons"                     "muonShowerInformation"   "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "combined"        "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "csc"             "RECO"    
edm::ValueMap<reco::MuonTimeExtra>    "muons"                     "dt"              "RECO"    
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedGsfElectrons"   "RECO"    
edm::ValueMap<vector<edm::Ref<vector<reco::PFCandidate>,reco::PFCandidate,edm::refhelper::FindUsingAdvance<vector<reco::PFCandidate>,reco::PFCandidate> > > >    "particleBasedIsolation"    "gedPhotons"      "RECO"    
edm::ValueMap<unsigned int>           "muons"                     "cosmicsVeto"     "RECO"    
edmNew::DetSetVector<SiPixelCluster>    "siPixelClusters"           ""                "RECO"    
edmNew::DetSetVector<SiStripCluster>    "siStripClusters"           ""                "RECO"    
int                                   "tcdsDigis"                 "nibble"          "RECO"    
long                                  "tcdsDigis"                 "triggerCount"    "RECO"    
reco::BeamHaloSummary                 "BeamHaloSummary"           ""                "RECO"    
reco::BeamSpot                        "offlineBeamSpot"           ""                "RECO"    
reco::CSCHaloData                     "CSCHaloData"               ""                "RECO"    
reco::EcalHaloData                    "EcalHaloData"              ""                "RECO"    
reco::GlobalHaloData                  "GlobalHaloData"            ""                "RECO"    
reco::HcalHaloData                    "HcalHaloData"              ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauChargedIsoPtSum"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauChargedIsoPtSumdR03"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDeadECALElectronRejection"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFinding"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingNewDMs"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByDecayModeFindingOldDMs"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1DBdR03oldDMwLTraw"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1DBnewDMwLTraw"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1DBoldDMwLTraw"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1PWdR03oldDMwLTraw"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1PWnewDMwLTraw"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1PWoldDMwLTraw"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseChargedIsolation"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseCombinedIsolationDBSumPtCorr3Hits"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseCombinedIsolationDBSumPtCorr3HitsdR03"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseElectronRejection"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolation"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVArun2v1DBdR03oldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVArun2v1DBnewDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVArun2v1DBoldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVArun2v1PWdR03oldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVArun2v1PWnewDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseIsolationMVArun2v1PWoldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByLooseMuonRejection3"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA6LooseElectronRejection"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA6MediumElectronRejection"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA6TightElectronRejection"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA6VLooseElectronRejection"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA6VTightElectronRejection"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA6rawElectronRejection"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumCombinedIsolationDBSumPtCorr3Hits"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumCombinedIsolationDBSumPtCorr3HitsdR03"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVArun2v1DBdR03oldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVArun2v1DBnewDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVArun2v1DBoldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVArun2v1PWdR03oldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVArun2v1PWnewDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMediumIsolationMVArun2v1PWoldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByPhotonPtSumOutsideSignalCone"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByRawCombinedIsolationDBSumPtCorr3Hits"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightCombinedIsolationDBSumPtCorr3Hits"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightCombinedIsolationDBSumPtCorr3HitsdR03"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVArun2v1DBdR03oldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVArun2v1DBnewDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVArun2v1DBoldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVArun2v1PWdR03oldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVArun2v1PWnewDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightIsolationMVArun2v1PWoldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByTightMuonRejection3"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationMVArun2v1DBdR03oldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationMVArun2v1DBnewDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationMVArun2v1DBoldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationMVArun2v1PWdR03oldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationMVArun2v1PWnewDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVLooseIsolationMVArun2v1PWoldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVTightIsolationMVArun2v1DBdR03oldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVTightIsolationMVArun2v1DBnewDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVTightIsolationMVArun2v1DBoldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVTightIsolationMVArun2v1PWdR03oldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVTightIsolationMVArun2v1PWnewDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVTightIsolationMVArun2v1PWoldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVVTightIsolationMVArun2v1DBdR03oldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVVTightIsolationMVArun2v1DBnewDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVVTightIsolationMVArun2v1DBoldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVVTightIsolationMVArun2v1PWdR03oldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVVTightIsolationMVArun2v1PWnewDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByVVTightIsolationMVArun2v1PWoldDMwLT"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauFootprintCorrection"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauFootprintCorrectiondR03"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauNeutralIsoPtSum"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauNeutralIsoPtSumWeight"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauNeutralIsoPtSumWeightdR03"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauNeutralIsoPtSumdR03"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauPUcorrPtSum"       ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauPhotonPtSumOutsideSignalCone"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauPhotonPtSumOutsideSignalConedR03"   ""                "RECO"    
reco::PFTauDiscriminator              "pfTausDiscriminationByDecayModeFinding"   ""                "RECO"    
reco::PFTauDiscriminator              "pfTausDiscriminationByIsolation"   ""                "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1DBdR03oldDMwLTraw"   "category"        "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1DBnewDMwLTraw"   "category"        "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1DBoldDMwLTraw"   "category"        "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1PWdR03oldDMwLTraw"   "category"        "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1PWnewDMwLTraw"   "category"        "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByIsolationMVArun2v1PWoldDMwLTraw"   "category"        "RECO"    
reco::PFTauDiscriminator              "hpsPFTauDiscriminationByMVA6rawElectronRejection"   "category"        "RECO"    
vector<BeamSpotOnline>                "scalersRawToDigi"          ""                "RECO"    
vector<CTPPSLocalTrackLite>           "ctppsLocalTrackLiteProducer"   ""                "RECO"    
vector<DcsStatus>                     "scalersRawToDigi"          ""                "RECO"    
vector<L1AcceptBunchCrossing>         "scalersRawToDigi"          ""                "RECO"    
vector<L1GctEmCand>                   "gctDigis"                  "isoEm"           "RECO"    
vector<L1GctEmCand>                   "gctDigis"                  "nonIsoEm"        "RECO"    
vector<L1GctEtHad>                    "gctDigis"                  ""                "RECO"    
vector<L1GctEtMiss>                   "gctDigis"                  ""                "RECO"    
vector<L1GctEtTotal>                  "gctDigis"                  ""                "RECO"    
vector<L1GctHFBitCounts>              "gctDigis"                  ""                "RECO"    
vector<L1GctHFRingEtSums>             "gctDigis"                  ""                "RECO"    
vector<L1GctHtMiss>                   "gctDigis"                  ""                "RECO"    
vector<L1GctJetCand>                  "gctDigis"                  "cenJets"         "RECO"    
vector<L1GctJetCand>                  "gctDigis"                  "forJets"         "RECO"    
vector<L1GctJetCand>                  "gctDigis"                  "tauJets"         "RECO"    
vector<L1GctJetCounts>                "gctDigis"                  ""                "RECO"    
vector<L1TriggerScalers>              "scalersRawToDigi"          ""                "RECO"    
vector<Level1TriggerScalers>          "scalersRawToDigi"          ""                "RECO"    
vector<LumiScalers>                   "scalersRawToDigi"          ""                "RECO"    
vector<TotemFEDInfo>                  "ctppsDiamondRawToDigi"     "TimingDiamond"   "RECO"    
vector<TotemFEDInfo>                  "totemRPRawToDigi"          "TrackingStrip"   "RECO"    
vector<TrajectorySeed>                "CosmicMuonSeed"            ""                "RECO"    
vector<TrajectorySeed>                "ancientMuonSeed"           ""                "RECO"    
vector<TrajectorySeed>                "displacedMuonSeeds"        ""                "RECO"    
vector<double>                        "ak4CaloJets"               "rhos"            "RECO"    
vector<double>                        "ak4PFJets"                 "rhos"            "RECO"    
vector<double>                        "ak4PFJetsCHS"              "rhos"            "RECO"    
vector<double>                        "ak4TrackJets"              "rhos"            "RECO"    
vector<double>                        "ak5CastorJets"             "rhos"            "RECO"    
vector<double>                        "ak7CastorJets"             "rhos"            "RECO"    
vector<double>                        "ak8PFJetsCHS"              "rhos"            "RECO"    
vector<double>                        "ak8PFJetsCHSSoftDrop"      "rhos"            "RECO"    
vector<double>                        "cmsTopTagPFJetsCHS"        "rhos"            "RECO"    
vector<double>                        "ak4CaloJets"               "sigmas"          "RECO"    
vector<double>                        "ak4PFJets"                 "sigmas"          "RECO"    
vector<double>                        "ak4PFJetsCHS"              "sigmas"          "RECO"    
vector<double>                        "ak4TrackJets"              "sigmas"          "RECO"    
vector<double>                        "ak5CastorJets"             "sigmas"          "RECO"    
vector<double>                        "ak7CastorJets"             "sigmas"          "RECO"    
vector<double>                        "ak8PFJetsCHS"              "sigmas"          "RECO"    
vector<double>                        "ak8PFJetsCHSSoftDrop"      "sigmas"          "RECO"    
vector<double>                        "cmsTopTagPFJetsCHS"        "sigmas"          "RECO"    
vector<edm::ErrorSummaryEntry>        "logErrorHarvester"         ""                "RECO"    
vector<edm::FwdPtr<reco::PFCandidate> >    "particleFlowPtrs"          ""                "RECO"    
vector<edm::FwdPtr<reco::PFCandidate> >    "particleFlowTmpPtrs"       ""                "RECO"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfIsolatedElectronsEI"     ""                "RECO"    
vector<edm::FwdPtr<reco::PFCandidate> >    "pfIsolatedMuonsEI"         ""                "RECO"    
vector<float>                         "generalTracks"             "MVAValues"       "RECO"    
vector<l1extra::L1EmParticle>         "l1extraParticles"          "Isolated"        "RECO"    
vector<l1extra::L1EmParticle>         "l1extraParticles"          "NonIsolated"     "RECO"    
vector<l1extra::L1EtMissParticle>     "l1extraParticles"          "MET"             "RECO"    
vector<l1extra::L1EtMissParticle>     "l1extraParticles"          "MHT"             "RECO"    
vector<l1extra::L1HFRings>            "l1extraParticles"          ""                "RECO"    
vector<l1extra::L1JetParticle>        "l1extraParticles"          "Central"         "RECO"    
vector<l1extra::L1JetParticle>        "l1extraParticles"          "Forward"         "RECO"    
vector<l1extra::L1JetParticle>        "l1extraParticles"          "IsoTau"          "RECO"    
vector<l1extra::L1JetParticle>        "l1extraParticles"          "Tau"             "RECO"    
vector<l1extra::L1MuonParticle>       "l1extraParticles"          ""                "RECO"    
vector<reco::BasicJet>                "ak5CastorJets"             ""                "RECO"    
vector<reco::BasicJet>                "ak7CastorJets"             ""                "RECO"    
vector<reco::BasicJet>                "ak8PFJetsCHSSoftDrop"      ""                "RECO"    
vector<reco::BasicJet>                "cmsTopTagPFJetsCHS"        ""                "RECO"    
vector<reco::CaloCluster>             "hfEMClusters"              ""                "RECO"    
vector<reco::CaloCluster>             "particleFlowEGamma"        "EBEEClusters"    "RECO"    
vector<reco::CaloCluster>             "particleFlowEGamma"        "ESClusters"      "RECO"    
vector<reco::CaloCluster>             "hybridSuperClusters"       "hybridBarrelBasicClusters"   "RECO"    
vector<reco::CaloCluster>             "multi5x5SuperClusters"     "multi5x5EndcapBasicClusters"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALBarrel"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALEndcap"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALPreshower"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterOOTECAL"   "particleFlowBasicClusterOOTECALBarrel"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterOOTECAL"   "particleFlowBasicClusterOOTECALEndcap"   "RECO"    
vector<reco::CaloCluster>             "particleFlowSuperClusterOOTECAL"   "particleFlowBasicClusterOOTECALPreshower"   "RECO"    
vector<reco::CaloCluster>             "hybridSuperClusters"       "uncleanOnlyHybridBarrelBasicClusters"   "RECO"    
vector<reco::CaloCluster>             "multi5x5SuperClusters"     "uncleanOnlyMulti5x5EndcapBasicClusters"   "RECO"    
vector<reco::CaloJet>                 "ak4CaloJets"               ""                "RECO"    
vector<reco::CaloMET>                 "caloMet"                   ""                "RECO"    
vector<reco::CaloMET>                 "caloMetBE"                 ""                "RECO"    
vector<reco::CaloMET>                 "caloMetBEFO"               ""                "RECO"    
vector<reco::CaloMET>                 "caloMetM"                  ""                "RECO"    
vector<reco::CastorTower>             "CastorTowerReco"           ""                "RECO"    
vector<reco::Conversion>              "allConversions"            ""                "RECO"    
vector<reco::Conversion>              "conversions"               ""                "RECO"    
vector<reco::Conversion>              "particleFlowEGamma"        ""                "RECO"    
vector<reco::Conversion>              "uncleanedOnlyAllConversions"   ""                "RECO"    
vector<reco::DeDxHitInfo>             "dedxHitInfo"               ""                "RECO"    
vector<reco::ElectronSeed>            "electronMergedSeeds"       ""                "RECO"    
vector<reco::GsfElectron>             "gedGsfElectrons"           ""                "RECO"    
vector<reco::GsfElectron>             "uncleanedOnlyGsfElectrons"   ""                "RECO"    
vector<reco::GsfElectronCore>         "gedGsfElectronCores"       ""                "RECO"    
vector<reco::GsfElectronCore>         "uncleanedOnlyGsfElectronCores"   ""                "RECO"    
vector<reco::GsfTrack>                "electronGsfTracks"         ""                "RECO"    
vector<reco::GsfTrackExtra>           "electronGsfTracks"         ""                "RECO"    
vector<reco::HFEMClusterShape>        "hfEMClusters"              ""                "RECO"    
vector<reco::HcalNoiseRBX>            "hcalnoise"                 ""                "RECO"    
vector<reco::IPTagInfo<vector<edm::Ptr<reco::Candidate> >,reco::JetTagInfo> >    "pfImpactParameterTagInfos"   ""                "RECO"    
vector<reco::JPTJet>                  "JetPlusTrackZSPCorJetAntiKt4"   ""                "RECO"    
vector<reco::Muon>                    "muons"                     ""                "RECO"    
vector<reco::Muon>                    "muonsFromCosmics"          ""                "RECO"    
vector<reco::Muon>                    "muonsFromCosmics1Leg"      ""                "RECO"    
vector<reco::PFBlock>                 "particleFlowBlock"         ""                "RECO"    
vector<reco::PFCandidate>             "particleFlow"              ""                "RECO"    
vector<reco::PFCandidate>             "particleFlowEGamma"        ""                "RECO"    
vector<reco::PFCandidate>             "pfIsolatedElectronsEI"     ""                "RECO"    
vector<reco::PFCandidate>             "pfIsolatedMuonsEI"         ""                "RECO"    
vector<reco::PFCandidate>             "particleFlowTmp"           "AddedMuonsAndHadrons"   "RECO"    
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedCosmicsMuons"   "RECO"    
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedFakeMuons"   "RECO"    
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedHF"       "RECO"    
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedPunchThroughMuons"   "RECO"    
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedPunchThroughNeutralHadrons"   "RECO"    
vector<reco::PFCandidate>             "particleFlowTmp"           "CleanedTrackerAndGlobalMuons"   "RECO"    
vector<reco::PFCluster>               "particleFlowClusterECAL"   ""                "RECO"    
vector<reco::PFCluster>               "particleFlowClusterHCAL"   ""                "RECO"    
vector<reco::PFCluster>               "particleFlowClusterHF"     ""                "RECO"    
vector<reco::PFCluster>               "particleFlowClusterHO"     ""                "RECO"    
vector<reco::PFCluster>               "particleFlowClusterPS"     ""                "RECO"    
vector<reco::PFDisplacedVertex>       "particleFlowDisplacedVertex"   ""                "RECO"    
vector<reco::PFJet>                   "ak4PFJets"                 ""                "RECO"    
vector<reco::PFJet>                   "ak4PFJetsCHS"              ""                "RECO"    
vector<reco::PFJet>                   "ak8PFJetsCHS"              ""                "RECO"    
vector<reco::PFJet>                   "pfJetsEI"                  ""                "RECO"    
vector<reco::PFJet>                   "ak8PFJetsCHSSoftDrop"      "SubJets"         "RECO"    
vector<reco::PFJet>                   "cmsTopTagPFJetsCHS"        "caTopSubJets"    "RECO"    
vector<reco::PFMET>                   "pfChMet"                   ""                "RECO"    
vector<reco::PFMET>                   "pfMet"                     ""                "RECO"    
vector<reco::PFMET>                   "pfMetEI"                   ""                "RECO"    
vector<reco::PFRecHit>                "particleFlowRecHitECAL"    "Cleaned"         "RECO"    
vector<reco::PFRecHit>                "particleFlowRecHitHBHE"    "Cleaned"         "RECO"    
vector<reco::PFRecHit>                "particleFlowRecHitHF"      "Cleaned"         "RECO"    
vector<reco::PFRecHit>                "particleFlowRecHitHO"      "Cleaned"         "RECO"    
vector<reco::PFRecHit>                "particleFlowRecHitPS"      "Cleaned"         "RECO"    
vector<reco::PFTau>                   "hpsPFTauProducer"          ""                "RECO"    
vector<reco::PFTau>                   "pfTausEI"                  ""                "RECO"    
vector<reco::PFTauTransverseImpactParameter>    "hpsPFTauTransverseImpactParameters"   "PFTauTIP"        "RECO"    
vector<reco::Photon>                  "gedPhotons"                ""                "RECO"    
vector<reco::Photon>                  "ootPhotons"                ""                "RECO"    
vector<reco::Photon>                  "photons"                   ""                "RECO"    
vector<reco::PhotonCore>              "gedPhotonCore"             ""                "RECO"    
